Call Number,Incident Number,Call Type,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Final Priority,ALS Unit,Call Type Group,Unit Type,Analysis Neighborhoods
160980062,16038730,Medical Incident,04/07/2016 12:30:48 AM,04/07/2016 12:30:48 AM,04/07/2016 12:31:18 AM,04/07/2016 12:34:53 AM,04/07/2016 12:42:15 AM,04/07/2016 12:52:42 AM,04/07/2016 12:58:08 AM,Code 2 Transport,04/07/2016 01:45:47 AM,FILLMORE ST/EDDY ST,San Francisco,94115.0,2,True,Non Life-threatening,MEDIC,39.0
160971440,16038368,Medical Incident,04/06/2016 10:52:12 AM,04/06/2016 10:53:45 AM,04/06/2016 10:55:43 AM,04/06/2016 10:56:28 AM,04/06/2016 11:09:14 AM,,,Against Medical Advice,04/06/2016 12:04:32 PM,MCALLISTER ST/BREEN PL,San Francisco,94102.0,2,False,Non Life-threatening,PRIVATE,36.0
160973558,16038603,Medical Incident,04/06/2016 06:25:35 PM,04/06/2016 06:26:29 PM,04/06/2016 06:27:40 PM,04/06/2016 06:27:48 PM,04/06/2016 06:32:22 PM,04/06/2016 06:55:39 PM,04/06/2016 07:09:01 PM,Code 2 Transport,04/06/2016 07:57:29 PM,MENDELL ST/INNES AVE,San Francisco,94124.0,3,True,Potentially Life-Threatening,MEDIC,1.0
161020547,16040434,Medical Incident,04/11/2016 07:04:41 AM,04/11/2016 07:04:41 AM,04/11/2016 07:04:41 AM,04/11/2016 07:04:41 AM,04/11/2016 07:04:41 AM,04/11/2016 07:19:27 AM,04/11/2016 07:32:51 AM,Code 2 Transport,04/11/2016 07:58:43 AM,24TH ST/SHOTWELL ST,San Francisco,94110.0,3,True,Potentially Life-Threatening,MEDIC,20.0
160942323,16037311,Vehicle Fire,04/03/2016 03:30:33 PM,04/03/2016 03:31:20 PM,04/03/2016 03:31:25 PM,04/03/2016 03:33:21 PM,,,,Fire,04/03/2016 03:38:50 PM,19TH AVE/CROSSOVER DR/LINCOLN WAY,San Francisco,94122.0,3,False,Fire,TRUCK,12.0
160973187,16038552,Medical Incident,04/06/2016 05:08:59 PM,04/06/2016 05:10:46 PM,04/06/2016 05:11:02 PM,,,,,Code 2 Transport,04/06/2016 05:12:30 PM,04TH ST/MINNA ST,San Francisco,94103.0,3,False,Potentially Life-Threatening,TRUCK,8.0
160931037,16036778,Citizen Assist / Service Call,04/02/2016 09:38:28 AM,04/02/2016 09:39:30 AM,04/02/2016 09:39:48 AM,04/02/2016 09:41:32 AM,04/02/2016 09:42:34 AM,,,Fire,04/02/2016 10:05:01 AM,LARKIN ST/SACRAMENTO ST,San Francisco,94109.0,3,False,Alarm,ENGINE,21.0
161032470,16040964,Gas Leak (Natural and LP Gases),04/12/2016 03:29:18 PM,04/12/2016 03:30:47 PM,04/12/2016 03:31:55 PM,04/12/2016 03:32:38 PM,04/12/2016 03:35:14 PM,,,Fire,04/12/2016 03:36:31 PM,MASONIC AVE/TURK BLVD,San Francisco,94118.0,3,True,Alarm,ENGINE,18.0
160932029,16036896,Water Rescue,04/02/2016 02:28:07 PM,04/02/2016 02:32:32 PM,04/02/2016 02:33:51 PM,04/02/2016 02:34:20 PM,,,,Fire,04/02/2016 03:07:16 PM,BRODERICK ST/MARINA BLVD,San Francisco,94123.0,3,True,Fire,ENGINE,13.0
160923552,16036615,Elevator / Escalator Rescue,04/01/2016 09:28:12 PM,04/01/2016 09:30:37 PM,04/01/2016 09:31:00 PM,04/01/2016 09:33:16 PM,04/01/2016 09:35:49 PM,,,Fire,04/01/2016 09:55:12 PM,VAN NESS AVE/LOMBARD ST,San Francisco,94109.0,3,False,Alarm,TRUCK,13.0
160973980,16038645,Alarms,04/06/2016 08:03:54 PM,04/06/2016 08:05:18 PM,04/06/2016 08:06:54 PM,04/06/2016 08:07:30 PM,04/06/2016 08:09:18 PM,,,Fire,04/06/2016 08:32:29 PM,SUTTER ST/HYDE ST,San Francisco,94109.0,3,True,Alarm,ENGINE,21.0
161042719,16041364,Alarms,04/13/2016 04:31:27 PM,04/13/2016 04:32:28 PM,04/13/2016 04:32:52 PM,04/13/2016 04:34:45 PM,04/13/2016 04:35:45 PM,,,Fire,04/13/2016 04:38:41 PM,06TH ST/MISSION ST,San Francisco,94103.0,3,True,Alarm,ENGINE,34.0
161013005,16040304,Structure Fire / Smoke in Building,04/10/2016 07:29:22 PM,04/10/2016 07:30:15 PM,04/10/2016 07:30:27 PM,04/10/2016 07:31:53 PM,04/10/2016 07:37:35 PM,,,Code 2 Transport,04/10/2016 07:41:55 PM,45TH AVE/LINCOLN WAY,San Francisco,94122.0,3,False,Alarm,TRUCK,12.0
160952867,16037717,Medical Incident,04/04/2016 05:05:27 PM,04/04/2016 05:07:50 PM,04/04/2016 05:08:33 PM,04/04/2016 05:09:32 PM,04/04/2016 05:11:59 PM,,,Code 2 Transport,04/04/2016 05:26:46 PM,FULTON ST/SHRADER ST,San Francisco,94118.0,3,False,Potentially Life-Threatening,ENGINE,18.0
160940428,16037137,Medical Incident,04/03/2016 02:34:10 AM,04/03/2016 02:34:56 AM,04/03/2016 02:35:23 AM,04/03/2016 02:35:29 AM,04/03/2016 02:53:54 AM,04/03/2016 02:54:01 AM,04/03/2016 03:23:49 AM,Code 2 Transport,04/03/2016 03:25:20 AM,MAIN ST/MISSION ST,San Francisco,94105.0,3,True,Potentially Life-Threatening,MEDIC,8.0
160921488,16036418,Alarms,04/01/2016 12:02:26 PM,04/01/2016 12:04:26 PM,04/01/2016 12:04:34 PM,04/01/2016 12:09:25 PM,04/01/2016 12:12:33 PM,,,Fire,04/01/2016 12:14:51 PM,ANGELOS ALY/JULIA ST/MISSION ST,San Francisco,94103.0,3,True,Alarm,ENGINE,34.0
161021152,16040490,Medical Incident,04/11/2016 09:55:31 AM,04/11/2016 09:56:28 AM,04/11/2016 10:00:01 AM,04/11/2016 10:00:12 AM,04/11/2016 10:08:31 AM,04/11/2016 10:13:53 AM,04/11/2016 10:40:27 AM,Code 2 Transport,04/11/2016 11:13:41 AM,TAYLOR ST/EDDY ST,San Francisco,94102.0,2,True,Potentially Life-Threatening,MEDIC,36.0
160940764,16037181,Citizen Assist / Service Call,04/03/2016 06:52:20 AM,04/03/2016 06:53:47 AM,04/03/2016 07:14:36 AM,04/03/2016 07:16:17 AM,04/03/2016 07:19:13 AM,,,Fire,04/03/2016 07:40:45 AM,48TH AVE/NORIEGA ST,San Francisco,94122.0,3,False,Alarm,TRUCK,35.0
161031339,16040872,Medical Incident,04/12/2016 10:49:51 AM,04/12/2016 10:55:44 AM,04/12/2016 10:56:06 AM,04/12/2016 10:58:04 AM,04/12/2016 11:00:39 AM,,,Code 2 Transport,04/12/2016 11:21:00 AM,CAMERON WAY/DOUBLE ROCK ST,San Francisco,94124.0,3,True,Potentially Life-Threatening,ENGINE,1.0
161011857,16040203,Medical Incident,04/10/2016 01:46:03 PM,04/10/2016 01:48:12 PM,04/10/2016 01:49:04 PM,04/10/2016 01:50:12 PM,04/10/2016 01:51:39 PM,,,Code 2 Transport,04/10/2016 02:02:02 PM,CHURCH ST/DUBOCE AVE,San Francisco,94114.0,3,True,Potentially Life-Threatening,ENGINE,5.0
160952871,16037718,Medical Incident,04/04/2016 05:07:57 PM,04/04/2016 05:10:06 PM,04/04/2016 05:11:56 PM,04/04/2016 05:12:06 PM,04/04/2016 05:33:20 PM,04/04/2016 06:00:52 PM,04/04/2016 06:22:39 PM,Code 2 Transport,04/04/2016 06:49:23 PM,EUREKA ST/18TH ST,San Francisco,94114.0,2,True,Non Life-threatening,MEDIC,5.0
161023883,16040719,Alarms,04/11/2016 09:56:15 PM,04/11/2016 09:57:21 PM,04/11/2016 09:57:27 PM,04/11/2016 09:59:10 PM,04/11/2016 10:02:51 PM,,,Fire,04/11/2016 10:10:04 PM,OMAR WAY/MYRA WAY,San Francisco,94127.0,3,True,Alarm,ENGINE,41.0
161012964,16040298,Medical Incident,04/10/2016 07:11:20 PM,04/10/2016 07:13:29 PM,04/10/2016 07:15:09 PM,04/10/2016 07:15:09 PM,04/10/2016 07:17:03 PM,,,Code 2 Transport,04/10/2016 07:31:56 PM,BATTERY ST/JACKSON ST,San Francisco,94111.0,2,True,Potentially Life-Threatening,RESCUE CAPTAIN,8.0
160973498,16038595,Medical Incident,04/06/2016 06:15:13 PM,04/06/2016 06:15:13 PM,04/06/2016 06:31:25 PM,04/06/2016 06:31:46 PM,,,,Against Medical Advice,04/06/2016 06:38:25 PM,BOSWORTH ST/MILTON ST,San Francisco,94112.0,2,True,Non Life-threatening,MEDIC,28.0
161024175,16040743,Medical Incident,04/11/2016 11:33:30 PM,04/11/2016 11:35:04 PM,04/11/2016 11:35:18 PM,,,,,Code 2 Transport,04/11/2016 11:37:44 PM,TAYLOR ST/EDDY ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160940070,16037099,Medical Incident,04/03/2016 12:19:34 AM,04/03/2016 12:19:48 AM,04/03/2016 12:20:08 AM,04/03/2016 12:20:43 AM,04/03/2016 12:25:54 AM,04/03/2016 12:49:31 AM,04/03/2016 12:57:05 AM,Code 2 Transport,04/03/2016 01:25:47 AM,FILLMORE ST/TURK ST,San Francisco,94115.0,3,False,Potentially Life-Threatening,PRIVATE,39.0
160974220,16038676,Medical Incident,04/06/2016 09:23:13 PM,04/06/2016 09:23:52 PM,04/06/2016 09:24:48 PM,04/06/2016 09:27:42 PM,04/06/2016 09:27:42 PM,,,Code 2 Transport,04/06/2016 09:41:05 PM,PINE ST/DIVISADERO ST,San Francisco,94115.0,3,True,Potentially Life-Threatening,ENGINE,30.0
160993373,16039451,Medical Incident,04/08/2016 07:56:22 PM,04/08/2016 07:58:04 PM,04/08/2016 07:58:52 PM,04/08/2016 08:00:05 PM,04/08/2016 08:01:24 PM,,,Code 2 Transport,04/08/2016 08:08:37 PM,BEALE ST/FOLSOM ST,San Francisco,94105.0,3,True,Potentially Life-Threatening,ENGINE,8.0
160980296,16038755,Medical Incident,04/07/2016 02:43:21 AM,04/07/2016 02:45:15 AM,04/07/2016 02:45:36 AM,04/07/2016 02:47:06 AM,04/07/2016 02:48:45 AM,,,Code 2 Transport,04/07/2016 03:05:28 AM,04TH ST/CLEMENTINA ST,San Francisco,94103.0,3,True,Potentially Life-Threatening,ENGINE,34.0
161022027,16040572,Medical Incident,04/11/2016 01:32:19 PM,04/11/2016 01:33:30 PM,04/11/2016 01:34:03 PM,04/11/2016 01:34:11 PM,,,,Other,04/11/2016 01:39:00 PM,SOUTH VAN NESS AVE/18TH ST,San Francisco,94110.0,3,True,Potentially Life-Threatening,MEDIC,20.0
161012856,16040288,Medical Incident,04/10/2016 06:43:20 PM,04/10/2016 06:43:20 PM,04/10/2016 06:43:39 PM,04/10/2016 06:45:29 PM,04/10/2016 06:47:50 PM,,,Unable to Locate,04/10/2016 07:18:07 PM,BALBOA ST/35TH AVE,San Francisco,94121.0,3,True,Potentially Life-Threatening,ENGINE,29.0
160932547,16036952,Medical Incident,04/02/2016 04:58:10 PM,04/02/2016 04:58:16 PM,04/02/2016 04:58:34 PM,04/02/2016 04:59:32 PM,04/02/2016 05:01:29 PM,,,Code 2 Transport,04/02/2016 05:12:27 PM,MASON ST/BEACH ST,San Francisco,94133.0,3,True,Potentially Life-Threatening,ENGINE,23.0
160922326,16036505,Elevator / Escalator Rescue,04/01/2016 03:46:15 PM,04/01/2016 03:48:04 PM,04/01/2016 03:48:31 PM,04/01/2016 03:49:07 PM,04/01/2016 03:51:10 PM,,,Fire,04/01/2016 03:59:37 PM,ELLIS ST/MASON ST,San Francisco,94102.0,3,False,Alarm,TRUCK,36.0
160951808,16037630,Medical Incident,04/04/2016 12:52:18 PM,04/04/2016 12:53:57 PM,04/04/2016 12:55:22 PM,04/04/2016 12:55:37 PM,04/04/2016 01:03:06 PM,04/04/2016 01:15:18 PM,04/04/2016 01:24:34 PM,Code 2 Transport,04/04/2016 02:20:55 PM,04TH ST/FREELON ST,San Francisco,94107.0,2,True,Non Life-threatening,MEDIC,34.0
160960630,16037910,Structure Fire / Smoke in Building,04/05/2016 07:49:15 AM,04/05/2016 07:53:24 AM,04/05/2016 07:53:40 AM,04/05/2016 07:56:03 AM,,,,Fire,04/05/2016 07:58:37 AM,GOLDEN GATE AVE/PIERCE ST,San Francisco,94115.0,3,False,Alarm,RESCUE SQUAD,39.0
160983118,16039056,Medical Incident,04/07/2016 06:14:41 PM,04/07/2016 06:18:26 PM,04/07/2016 06:19:38 PM,04/07/2016 06:23:26 PM,04/07/2016 06:34:29 PM,04/07/2016 06:38:41 PM,04/07/2016 07:04:26 PM,Code 2 Transport,04/07/2016 07:25:27 PM,SOUTH VAN NESS AVE/22ND ST,San Francisco,94110.0,2,True,Potentially Life-Threatening,MEDIC,20.0
161012845,16040287,Medical Incident,04/10/2016 06:38:08 PM,04/10/2016 06:39:48 PM,04/10/2016 06:40:18 PM,04/10/2016 06:40:55 PM,04/10/2016 06:42:55 PM,04/10/2016 06:54:06 PM,04/10/2016 07:06:02 PM,Code 2 Transport,04/10/2016 07:46:57 PM,04TH ST/KING ST,San Francisco,94107.0,2,True,Non Life-threatening,MEDIC,4.0
160972447,16038466,Structure Fire / Smoke in Building,04/06/2016 02:35:41 PM,04/06/2016 02:35:41 PM,04/06/2016 02:35:48 PM,04/06/2016 02:36:37 PM,,,,Fire,04/06/2016 02:38:38 PM,ALABAMA ST/16TH ST,San Francisco,94110.0,3,True,Alarm,ENGINE,20.0
161040947,16041205,Structure Fire / Smoke in Building,04/13/2016 09:08:22 AM,04/13/2016 09:08:22 AM,04/13/2016 09:08:43 AM,04/13/2016 09:09:54 AM,,,,Fire,04/13/2016 09:11:47 AM,POLK ST/WILLOW ST,San Francisco,94109.0,3,True,Alarm,ENGINE,36.0
161010724,16040096,Medical Incident,04/10/2016 06:27:56 AM,04/10/2016 06:28:46 AM,04/10/2016 06:29:26 AM,04/10/2016 06:30:13 AM,04/10/2016 06:34:03 AM,04/10/2016 06:59:28 AM,04/10/2016 07:12:55 AM,Code 2 Transport,04/10/2016 07:39:19 AM,LAGUNA ST/MCALLISTER ST,San Francisco,94102.0,3,False,Potentially Life-Threatening,PRIVATE,39.0
160941269,16037217,Medical Incident,04/03/2016 10:22:50 AM,04/03/2016 10:23:39 AM,04/03/2016 10:24:07 AM,04/03/2016 10:24:49 AM,04/03/2016 10:34:35 AM,,,Code 2 Transport,04/03/2016 10:39:08 AM,MCALLISTER ST/BREEN PL,San Francisco,94102.0,3,True,Potentially Life-Threatening,ENGINE,36.0
161022818,16040639,Medical Incident,04/11/2016 04:53:38 PM,04/11/2016 04:53:38 PM,04/11/2016 04:53:38 PM,04/11/2016 04:53:38 PM,04/11/2016 04:53:38 PM,,,Fire,04/11/2016 05:12:34 PM,16TH ST/WIESE ST,San Francisco,94103.0,2,False,Non Life-threatening,CHIEF,20.0
161033323,16041033,Alarms,04/12/2016 06:26:44 PM,04/12/2016 06:27:44 PM,04/12/2016 06:28:13 PM,04/12/2016 06:29:48 PM,,,,Fire,04/12/2016 06:31:58 PM,EDDY ST/HYDE ST,San Francisco,94102.0,3,False,Alarm,CHIEF,36.0
160964101,16038214,Medical Incident,04/05/2016 10:54:17 PM,04/05/2016 10:55:31 PM,04/05/2016 10:56:26 PM,04/05/2016 10:58:24 PM,,,,Code 2 Transport,04/05/2016 11:00:51 PM,OFARRELL ST/CYRIL MAGNIN ST,San Francisco,94102.0,3,False,Potentially Life-Threatening,TRUCK,36.0
161043008,16041393,Medical Incident,04/13/2016 05:32:41 PM,04/13/2016 05:33:06 PM,04/13/2016 05:33:55 PM,04/13/2016 05:36:14 PM,,,,No Merit,04/13/2016 05:43:18 PM,03RD ST/KEARNY ST/MARKET ST,San Francisco,94103.0,3,True,Potentially Life-Threatening,MEDIC,8.0
160982838,16039027,Medical Incident,04/07/2016 04:57:12 PM,04/07/2016 04:57:53 PM,04/07/2016 04:58:11 PM,04/07/2016 04:59:00 PM,,,,Patient Declined Transport,04/07/2016 05:02:40 PM,25TH AVE/ANZA ST,San Francisco,94121.0,2,False,Non Life-threatening,PRIVATE,29.0
161021249,16040500,Medical Incident,04/11/2016 10:20:55 AM,04/11/2016 10:21:23 AM,04/11/2016 10:23:15 AM,04/11/2016 10:23:38 AM,04/11/2016 10:36:51 AM,04/11/2016 10:41:26 AM,04/11/2016 11:02:46 AM,Code 2 Transport,04/11/2016 11:38:28 AM,HYDE ST/CALIFORNIA ST,San Francisco,94109.0,3,True,Potentially Life-Threatening,MEDIC,21.0
160940655,16037159,Medical Incident,04/03/2016 05:10:09 AM,04/03/2016 05:12:39 AM,04/03/2016 05:13:10 AM,04/03/2016 05:14:08 AM,04/03/2016 05:27:14 AM,,,Patient Declined Transport,04/03/2016 05:54:55 AM,LARKIN ST/SACRAMENTO ST,San Francisco,94109.0,2,True,Non Life-threatening,MEDIC,21.0
161033140,16041010,Medical Incident,04/12/2016 05:43:59 PM,04/12/2016 05:44:35 PM,04/12/2016 05:45:02 PM,04/12/2016 05:46:21 PM,04/12/2016 05:50:49 PM,,,Code 2 Transport,04/12/2016 05:52:25 PM,PAGE ST/12TH ST/MARKET ST,San Francisco,94103.0,3,True,Potentially Life-Threatening,ENGINE,20.0
160932107,16036905,Medical Incident,04/02/2016 02:54:00 PM,04/02/2016 02:54:39 PM,04/02/2016 02:56:28 PM,04/02/2016 02:56:51 PM,04/02/2016 03:03:14 PM,,,Code 2 Transport,04/02/2016 03:19:13 PM,VAN NESS AVE/DANIEL BURNHAM CT,San Francisco,94109.0,3,False,Non Life-threatening,ENGINE,39.0
160963052,16038121,Medical Incident,04/05/2016 05:41:11 PM,04/05/2016 05:42:01 PM,04/05/2016 05:42:14 PM,04/05/2016 05:42:21 PM,04/05/2016 05:44:22 PM,,,Patient Declined Transport,04/05/2016 06:14:03 PM,ELLIS ST/JONES ST,San Francisco,94102.0,3,False,Non Life-threatening,TRUCK,36.0
160983941,16039133,Medical Incident,04/07/2016 10:37:52 PM,04/07/2016 10:38:51 PM,04/07/2016 10:39:05 PM,04/07/2016 10:39:21 PM,04/07/2016 10:42:04 PM,04/07/2016 10:51:43 PM,04/07/2016 11:15:35 PM,Code 2 Transport,04/07/2016 11:41:18 PM,ROBERT C LEVY TUNL/BROADWAY/POWELL ST,San Francisco,94133.0,3,True,Potentially Life-Threatening,MEDIC,6.0
160970954,16038335,Medical Incident,04/06/2016 09:07:54 AM,04/06/2016 09:09:41 AM,04/06/2016 09:12:05 AM,04/06/2016 09:13:08 AM,04/06/2016 09:21:56 AM,04/06/2016 09:58:17 AM,,Code 3 Transport,04/06/2016 10:29:42 AM,15TH ST/PARK HILL AVE/ROOSEVELT WAY,San Francisco,94117.0,2,True,Potentially Life-Threatening,ENGINE,5.0
161023673,16040702,Medical Incident,04/11/2016 08:49:16 PM,04/11/2016 08:49:16 PM,04/11/2016 08:49:26 PM,04/11/2016 08:49:46 PM,04/11/2016 08:53:32 PM,,,Medical Examiner,04/11/2016 09:36:19 PM,SAN JUAN AVE/CAPISTRANO AVE,San Francisco,94112.0,3,True,Potentially Life-Threatening,MEDIC,28.0
160923453,16036607,Medical Incident,04/01/2016 09:02:01 PM,04/01/2016 09:02:01 PM,04/01/2016 09:02:29 PM,04/01/2016 09:02:37 PM,,,,Code 2 Transport,04/01/2016 09:06:14 PM,ELLIS ST/MASON ST,San Francisco,94102.0,2,True,Non Life-threatening,MEDIC,36.0
160942435,16037324,Medical Incident,04/03/2016 04:03:53 PM,04/03/2016 04:05:00 PM,04/03/2016 04:05:48 PM,04/03/2016 04:07:06 PM,04/03/2016 04:08:29 PM,,,Code 2 Transport,04/03/2016 04:18:29 PM,HILL ST/CHURCH ST,San Francisco,94114.0,3,True,Potentially Life-Threatening,ENGINE,22.0
160962346,16038058,Medical Incident,04/05/2016 03:02:26 PM,04/05/2016 03:04:26 PM,04/05/2016 03:04:36 PM,04/05/2016 03:06:18 PM,04/05/2016 03:25:08 PM,04/05/2016 03:52:52 PM,04/05/2016 04:13:35 PM,Code 3 Transport,04/05/2016 04:32:51 PM,SHAWNEE AVE/CAYUGA AVE,San Francisco,94112.0,2,True,Potentially Life-Threatening,MEDIC,28.0
160953039,16037734,Structure Fire / Smoke in Building,04/04/2016 05:55:07 PM,04/04/2016 05:55:07 PM,04/04/2016 05:55:44 PM,04/04/2016 05:57:08 PM,04/04/2016 05:58:10 PM,,,Fire,04/04/2016 05:59:24 PM,TENNESSEE ST/CESAR CHAVEZ ST,San Francisco,94124.0,3,False,Alarm,ENGINE,1.0
161041267,16041227,Medical Incident,04/13/2016 10:25:29 AM,04/13/2016 10:25:41 AM,04/13/2016 10:31:48 AM,04/13/2016 10:32:20 AM,04/13/2016 10:33:09 AM,04/13/2016 10:55:54 AM,04/13/2016 11:09:51 AM,Code 2 Transport,04/13/2016 12:13:24 PM,LEAVENWORTH ST/TURK ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,MEDIC,36.0
160952484,16037683,Medical Incident,04/04/2016 03:32:37 PM,04/04/2016 03:33:35 PM,04/04/2016 03:35:11 PM,04/04/2016 03:36:38 PM,,,,Code 2 Transport,04/04/2016 03:49:51 PM,MARIPOSA ST/BRYANT ST,San Francisco,94110.0,3,False,Potentially Life-Threatening,RESCUE SQUAD,20.0
161032914,16040988,Medical Incident,04/12/2016 04:58:37 PM,04/12/2016 04:58:37 PM,04/12/2016 05:00:01 PM,04/12/2016 05:01:59 PM,04/12/2016 05:15:23 PM,04/12/2016 05:30:43 PM,04/12/2016 05:50:25 PM,Code 2 Transport,04/12/2016 06:10:13 PM,GEARY BLVD/19TH AVE,San Francisco,94121.0,3,True,Potentially Life-Threatening,MEDIC,29.0
160921694,16036438,Medical Incident,04/01/2016 01:03:24 PM,04/01/2016 01:03:53 PM,04/01/2016 01:04:06 PM,04/01/2016 01:04:16 PM,04/01/2016 01:09:49 PM,04/01/2016 01:21:32 PM,04/01/2016 01:46:25 PM,Code 2 Transport,04/01/2016 02:28:45 PM,ASHBURY ST/OAK ST,San Francisco,94117.0,3,True,Potentially Life-Threatening,MEDIC,3.0
161042222,16041313,Smoke Investigation (Outside),04/13/2016 02:23:45 PM,04/13/2016 02:24:47 PM,04/13/2016 02:25:09 PM,04/13/2016 02:26:59 PM,04/13/2016 02:29:39 PM,,,No Merit,04/13/2016 02:32:16 PM,TAYLOR ST/EDDY ST,San Francisco,94102.0,3,True,Alarm,ENGINE,36.0
160932757,16036970,Medical Incident,04/02/2016 05:45:19 PM,04/02/2016 05:46:34 PM,04/02/2016 05:49:52 PM,04/02/2016 05:50:49 PM,04/02/2016 05:54:19 PM,,,Code 2 Transport,04/02/2016 06:16:48 PM,VISITACION AVE/LOEHR ST,San Francisco,94134.0,3,True,Potentially Life-Threatening,ENGINE,40.0
161010691,16040091,Medical Incident,04/10/2016 05:44:31 AM,04/10/2016 05:46:46 AM,04/10/2016 05:47:08 AM,04/10/2016 05:48:49 AM,04/10/2016 05:55:38 AM,04/10/2016 06:20:51 AM,04/10/2016 06:39:29 AM,Code 2 Transport,04/10/2016 07:04:06 AM,HYDE ST/CHESTNUT ST,San Francisco,94109.0,3,False,Non Life-threatening,PRIVATE,32.0
160953036,16037733,Medical Incident,04/04/2016 05:54:08 PM,04/04/2016 05:54:25 PM,04/04/2016 05:55:00 PM,04/04/2016 05:56:06 PM,04/04/2016 05:59:39 PM,,,Against Medical Advice,04/04/2016 06:06:02 PM,MERLIN ST/HARRISON ST,San Francisco,94107.0,3,True,Potentially Life-Threatening,ENGINE,34.0
160980680,16038798,Medical Incident,04/07/2016 07:09:57 AM,04/07/2016 07:12:36 AM,04/07/2016 07:14:01 AM,04/07/2016 07:15:34 AM,04/07/2016 07:17:20 AM,,,No Merit,04/07/2016 07:19:19 AM,FULTON ST/FILLMORE ST,San Francisco,94117.0,2,True,Potentially Life-Threatening,ENGINE,9.0
160941506,16037240,Medical Incident,04/03/2016 11:24:48 AM,04/03/2016 11:26:19 AM,04/03/2016 11:26:53 AM,04/03/2016 11:27:01 AM,04/03/2016 11:33:55 AM,04/03/2016 12:10:11 PM,04/03/2016 12:32:35 PM,Code 2 Transport,04/03/2016 01:15:36 PM,NATOMA ST/06TH ST,San Francisco,94103.0,2,True,Non Life-threatening,MEDIC,34.0
160991794,16039310,Vehicle Fire,04/08/2016 01:33:03 PM,04/08/2016 01:33:35 PM,04/08/2016 01:36:54 PM,04/08/2016 01:36:54 PM,04/08/2016 01:38:39 PM,,,Fire,04/08/2016 01:39:30 PM,LEAVENWORTH ST/SUTTER ST,San Francisco,94109.0,3,True,Fire,ENGINE,21.0
160972416,16038463,Medical Incident,04/06/2016 01:55:23 PM,04/06/2016 02:30:04 PM,04/06/2016 02:33:39 PM,04/06/2016 02:34:11 PM,04/06/2016 02:38:20 PM,,,Code 2 Transport,04/06/2016 03:03:31 PM,EUGENIA AVE/PROSPECT AVE,San Francisco,94110.0,3,True,Potentially Life-Threatening,ENGINE,2.0
161042927,16041386,Medical Incident,04/13/2016 05:14:42 PM,04/13/2016 05:16:19 PM,04/13/2016 05:16:39 PM,,,,,Medical Examiner,04/13/2016 05:19:12 PM,PORTOLA DR/EVELYN WAY,San Francisco,94127.0,2,True,Non Life-threatening,ENGINE,41.0
161013628,16040366,Medical Incident,04/10/2016 11:41:44 PM,04/10/2016 11:42:37 PM,04/10/2016 11:44:22 PM,04/10/2016 11:44:22 PM,04/10/2016 11:46:50 PM,04/11/2016 12:06:01 AM,04/11/2016 12:11:06 AM,Code 2 Transport,04/11/2016 12:54:56 AM,24TH ST/POTRERO AVE,San Francisco,94110.0,3,False,Potentially Life-Threatening,PRIVATE,20.0
160923297,16036590,Medical Incident,04/01/2016 07:59:13 PM,04/01/2016 07:59:25 PM,04/01/2016 07:59:41 PM,04/01/2016 08:00:44 PM,04/01/2016 08:29:00 PM,,,Code 2 Transport,04/01/2016 09:02:07 PM,MASONIC AVE/PINE ST/PRESIDIO AVE,San Francisco,94115.0,3,True,Potentially Life-Threatening,ENGINE,31.0
160992017,16039330,Alarms,04/08/2016 02:19:37 PM,04/08/2016 02:23:17 PM,04/08/2016 02:23:42 PM,04/08/2016 02:25:19 PM,,,,Fire,04/08/2016 02:30:48 PM,BLYTHDALE AVE/SANTOS ST,San Francisco,94134.0,3,False,Alarm,TRUCK,40.0
161042860,16041376,Medical Incident,04/13/2016 04:59:43 PM,04/13/2016 05:00:15 PM,04/13/2016 05:01:26 PM,04/13/2016 05:03:50 PM,,,,No Merit,04/13/2016 05:04:54 PM,SAINT GEORGE ALY/BUSH ST,San Francisco,94108.0,3,True,Potentially Life-Threatening,RESCUE CAPTAIN,8.0
160953618,16037793,Traffic Collision,04/04/2016 08:40:42 PM,04/04/2016 08:40:42 PM,04/04/2016 08:43:28 PM,04/04/2016 08:43:41 PM,04/04/2016 09:00:09 PM,04/04/2016 09:26:03 PM,04/04/2016 09:52:16 PM,Code 2 Transport,04/04/2016 10:26:14 PM,EL CAMINO DEL MAR/LAKE ST,San Francisco,94121.0,2,True,Non Life-threatening,MEDIC,33.0
160951915,16037642,Medical Incident,04/04/2016 01:23:34 PM,04/04/2016 01:23:34 PM,04/04/2016 01:49:39 PM,04/04/2016 01:49:50 PM,04/04/2016 02:09:48 PM,04/04/2016 02:31:54 PM,04/04/2016 02:49:28 PM,Code 2 Transport,04/04/2016 03:23:34 PM,LA PLAYA/IRVING ST,San Francisco,94122.0,2,True,Non Life-threatening,MEDIC,35.0
